nome,price,desc,ano,fotos,km
© Chevrolet Onix LTZ 1.4 8v (Flex)(Manual) Apenas 47 Mil Km Rodados - 2015,0,47 km | Câmbio: manual | Flex,2015,8,47
KIA PICANTO 2006/2007 1.1 EX 12V GASOLINA 4P MANUAL - 2007,19900,159.000 km | Câmbio: manual | Gasolina,2007,11,159000
Uno Vivace Sem Entrada Parcelas de 699 reais - 1377 - 2015,22900,60.000 km | Câmbio: manual | Flex,2015,8,60000
/ Vw - Volkswagen Golf 2.0 MI 2009 Completo Mauricio Almeida (12) 99141-5486 - 2009,28900,118.000 km | Câmbio: manual | Flex,2009,5,118000
RENAULT SANDERO 2017/2018 1.6 16V SCE FLEX STEPWAY EXPRESSION MANUAL - 2018,46490,40.700 km | Câmbio: manual | Flex,2018,8,40700
Fox 1.6 msi 2016 - 2016,36000,18.000 km | Câmbio: manual | Flex,2016,5,18000
Gm - Chevrolet Agile - 2011,21900,95.000 km | Câmbio: manual | Flex,2011,6,95000
Fiat Palio Palio 2009 - 2009,17000,140.000 km | Câmbio: manual | Flex,2009,6,140000
Fiat Palio - 2013,27900,48.000 km | Câmbio: manual | Flex,2013,6,48000
Cruze LTZ AT 2017 - 2017,79990,56.000 km | Câmbio: automático | Flex,2017,7,56000
EcoSport - 2011,32000,95.700.000 km | Câmbio: manual | Flex,2011,7,95700000
,0,,0,0,0
G\ - Chevrolet Celta 2013 - 2013,0,0 km,2013,5,0
Celta LIFE 1.0 2007 - 2007,14900,85.000 km | Câmbio: manual | Flex,2007,4,85000
Gol bx - 1983,3500,0 km | Gasolina,1983,0,0
Nissan Versa - 2013,30000,105.880 km | Câmbio: manual | Flex,2013,8,105880
Chevrolet Ônix 1.0 LT - 2014,32700,67.000 km | Câmbio: manual | Flex,2014,6,67000
Gm - Chevrolet Vectra GT-X 2.0 Top Abaixo da Tabela Troco - 2008,23500,169.000 km | Câmbio: manual | Flex,2008,20,169000
Vende-se - 1996,9500,210.000 km | Gasolina,1996,2,210000
Honda City - 2010,34000,139.000 km | Câmbio: automático | Flex,2010,11,139000
,0,,0,0,0
CHEVROLET PRISMA 2016/2017 1.4 MPFI LTZ 8V FLEX 4P MANUAL - 2017,51112,34.672 km | Câmbio: manual | Flex,2017,0,34672
GN - Amarok 4x4 Diesel TDI 2012 Baixa quilometragem - 2012,0,72.000 km,2012,6,0
/ Ford Ka 0 km 2019 Mauricio Almeida (12) 99141-5486 - 2019,43900,0 km | Câmbio: manual | Flex,2019,4,0
Vendo Uno - 1997,0,167.003 km | Câmbio: manual | Gasolina,1997,6,167003
Opala Caravan 4.1 6cc 1985 - 1985,10500,1 km | Câmbio: manual | Álcool,1985,5,1
Gm - Chevrolet Prisma LTZ 1.4 Automático Bem abaixo da Tabela Troco - 2016,47900,65.000 km | Câmbio: automático | Flex,2016,20,65000
Fab * C3 XTR completo - 2008,0,138 km | Câmbio: manual | Flex,2008,3,138
Fiat Stilo Blackmotion Edição Especial - 2010,29900,83.679 km | Câmbio: automático | Flex,2010,12,83679
F*R Audi Q3 1.4 (Flex) Aut - 2016,0,1 km,2016,4,0
? Ford Fiesta Flex 2011 // ( - 2011,20900,89.620 km | Câmbio: manual | Flex,2011,4,89620
,0,,0,0,0
Fiesta *1.6 2011 completo - aprovo até para negativado - 2011,0,0 km | Câmbio: manual | Flex,2011,3,0
"Citroen C3 Tendance 1.5 com teto de vidro, maravilhoso! 2016 - 2016",0,68.500 km | Câmbio: manual | Flex,2016,13,68500
FORD FOCUS 2013/2014 1.6 SE 16V FLEX 4P MANUAL - 2014,43990,72.000 km | Câmbio: automático | Flex,2014,8,72000
Gm - Chevrolet Montana LS 1.4 8v Econoflex 2013 - 2013,25900,90.000 km | Câmbio: manual | Flex,2013,9,90000
Hyundai Tucson 1.6 16v T-gdi Gls Ecoshift - 2020,134990,0 km | Câmbio: manual | Gasolina,2020,14,0
TOYOTA COROLLA 2016/2016 2.0 XEI 16V FLEX 4P AUTOMÁTICO - 2016,69900,91.034 km | Câmbio: automático | Flex,2016,9,91034
JEEP  RENEGADE 1.8 16V FLEX LIMITED 4P 2019 - 2019,93299,0 km | Câmbio: automático | Flex,2019,9,0
FORD ECOSPORT FREESTYLE 1.6 16V FLEX  Baixo Km 2017 - 2017,65900,43.000 km | Câmbio: manual | Flex,2017,11,43000
Sandero stepway 2017 - 2017,43500,134.797 km | Câmbio: manual | Flex,2017,9,134797
Volkswagen Spacefox 1.6 mi plus 8v flex 4p manual - 2007,20890,147.000 km | Câmbio: manual | Flex,2007,9,147000
"Porsche Cayenne Platinum Edition 3.6 V6 2018 0.144km ""zera emplacado"" - 2018",360000,0 km | Câmbio: automático,2018,10,0
HONDA CIVIC 2015/2016 2.0 LXR 16V FLEX 4P AUTOMÁTICO - 2016,65990,92.249 km | Câmbio: automático | Flex,2016,14,92249
Renault logan - 2013,23900,97.500 km | Câmbio: manual | Flex,2013,6,97500
Ford Focus Hatch Titanium 2.0 16V Flex Automático 2015 - 2015,56900,80.000 km | Câmbio: automático | Flex,2015,11,80000
"Audi A3 completo , automático , aceito trocas ! - 2005",20900,0 km | Câmbio: automático | Gasolina,2005,8,0
Kia cerato ex 1.6 aut 2015 - 2015,55900,86 km | Câmbio: automático | Flex,2015,6,86
Ford Ecosport 2.0 Titanium Abaixo da FIPE - 2015,55000,46.525 km | Câmbio: automático | Flex,2015,7,46525
Astra 2011 AT Flex - 2011,27900,89.000 km | Câmbio: automático | Flex,2011,9,89000
DISCOVERY 4 3.0 TDV6 SE 2010 só 89.000 - 2010,89000,189.000 km | Câmbio: automático | Diesel,2010,8,189000
Fiat Freemont 2014 - 2014,61900,97.700 km | Câmbio: automático | Gasolina,2014,9,97700
,0,,0,0,0
FIAT 500 CULT 1.4 MEC. EVO 8V (FLEX) IMP 2P 2013 - 2013,33900,63.000 km | Câmbio: manual | Flex,2013,9,63000
AUDI Q3 2017/2017 1.4 TFSI AMBIENTE GASOLINA 4P S TRONIC - 2017,105900,33.400 km | Câmbio: automático | Gasolina,2017,7,33400
Focus se 2018 - 2018,60900,11.000 km | Câmbio: manual | Flex,2018,12,11000
Peugeot 207 XR (Completo) - 2011,19900,95.000 km | Câmbio: manual | Flex,2011,11,95000
Peugeot 207 Xs Automatico - 2010,23890,0 km | Câmbio: automático | Flex,2010,9,0
Siena 1.0 Fire 2004 BARATOOO - 2004,9900,189.000 km | Gasolina,2004,3,189000
Chevrolet Classic 1.0 LS Flex 2013 + Ar condicionado + Entrada Zero + 60x 799 - 2013,21690,0 km | Câmbio: manual | Flex,2013,4,0
FIAT MOBI 1.0 8V EVO FLEX EASY MANUAL - 2018,27890,36.990 km | Câmbio: manual | Flex,2018,8,36990
Jeep Renegade Longitude 2016 Top Vendo/Troco/Financio - 2016,71900,39.000 km | Câmbio: automático | Flex,2016,11,39000
Vw - Volkswagen Golf - 2017,93900,28.015 km | Câmbio: automático | Flex,2017,12,28015
"Etios xls 1.5 2013, IMPECÁVEL BAIXA KM - 2013",32900,78.000 km | Câmbio: manual | Flex,2013,6,78000
KIA  SORENTO 2.4 16V GASOLINA EX 2012 - 2013,57490,110.000 km | Câmbio: automático | Gasolina,2013,7,110000
,0,,0,0,0
208 Active 1.2 - 2018,32792,41.000 km | Câmbio: manual | Flex,2018,6,41000
Hyundai Hb20s - IPVA 2019 + Transferencia Cortesia - 2018,48990,30.099 km | Câmbio: manual | Flex,2018,7,30099
Voyage Argentino (4 portas) - 1992,12000,195.000 km | Câmbio: manual | Álcool,1992,10,195000
Sandero 2019 novíssimo - 2019,29590,41.000 km | Câmbio: manual | Flex,2019,6,41000
FIAT MOBI 1.0 8V EVO FLEX EASY MANUAL - 2018,26890,24.450 km | Câmbio: manual | Flex,2018,7,24450
Range rover evoque dynamic tech - 2014,143900,35.500 km | Câmbio: automático | Gasolina,2014,7,35500
Nissan Sentra - 2016,77990,35.773 km | Câmbio: automático | Flex,2016,8,35773
TOYOTA COROLLA 2011/2012 2.0 XEI 16V FLEX 4P AUTOMÁTICO - 2012,49990,140.000 km | Câmbio: automático | Flex,2012,9,140000
,0,,0,0,0
Honda Fit LX 1.4 Lindo carro Bem abaixo da tabela Troco - 2009,26900,169.000 km | Câmbio: manual | Flex,2009,20,169000
Ford Ka 1.0 - 2000,9500,135.000 km | Câmbio: manual | Flex,2000,4,135000
Ônix bom pra uber - 2017,34000,7 km | Flex,2017,6,7
Gm - Chevrolet Onix - 2015,39000,45.000 km | Câmbio: manual | Flex,2015,0,45000
Renault Duster 2.0 D 4X4 - 2015,51900,1 km | Câmbio: manual | Flex,2015,4,1
"Gm - Vectra GLS , Em otimo estado!! - 1998",10900,0 km | Câmbio: manual | Gasolina,1998,8,0
Fiat Idea ELX 1.4 2008 - Baixa KM - 2008,22900,63.838 km | Câmbio: manual | Flex,2008,8,63838
Hyundai Hb20 1.6 Premium Automático / 4 mil ABX da tabela - 2015,40900,108.000 km | Câmbio: automático | Flex,2015,11,108000
SUZUKI SCROSS GLX 1.6 16V VVT - 2016,62900,72.727 km | Câmbio: automático | Gasolina,2016,6,72727
MITSUBISHI LANCER 2015/2015 2.0 16V GASOLINA 4P MANUAL - 2015,45900,21.000 km | Câmbio: manual | Gasolina,2015,9,21000
,0,,0,0,0
Ford Ranger - 2018,99990,36.000 km | Câmbio: manual | Diesel,2018,7,36000
Uno way 1.0 2012 ( AR+VE+TE) - 2012,20900,127.000 km | Câmbio: manual | Flex,2012,9,127000
Toyota Corolla 1.8 2009 Bx.km Automático - 2009,39900,80.548 km | Câmbio: automático | Flex,2009,20,80548
X1 SDrive 18i 2.0 2012 - 2012,63990,129.690 km | Câmbio: automático | Gasolina,2012,19,129690
Gol g4 1.6 power completo confira - 2007,17990,150.000 km | Câmbio: manual | Flex,2007,5,150000
Gm - Chevrolet Kadett - 1997,6900,200.000 km | Câmbio: manual | Gasolina,1997,3,200000
TOP - Fox 1.6 (Unico Dono) Km Baixo - 2013,30890,47.000 km | Câmbio: manual | Flex,2013,12,47000
Fox 1.6 completo - 2006,17800,179.000 km | Câmbio: manual | Flex,2006,9,179000
GRAND SIENA ATTRAC. 1.4 EVO F.FLEX 8V - 2016,39990,48.300 km | Câmbio: manual | Flex,2016,11,48300
Bora pode pagar no nome - 2006,10000,200.000 km | Câmbio: automático | Gasolina,2006,0,200000
Gti Top de linha! Aceito trocas! - 2014,0,71.000 km | Câmbio: automático | Gasolina,2014,16,71000
Hyundai Elantra 2.0 Gls 16v - 2016,64990,42.000 km | Câmbio: automático | Flex,2016,8,42000
Gm - Chevrolet Vectra 2.0 (2008) - 2007,27900,138.548 km | Câmbio: manual | Flex,2007,7,138548
Peugeot 208 Active 1.5 4p Flex 2014/2014 - Completo - Super conservado! - 2014,31900,84.600 km | Câmbio: manual | Flex,2014,19,84600
H- Honda Civic lxs 1.8 manual 6 marchas Top!!! - 2014,47900,81.000 km | Câmbio: manual | Flex,2014,14,81000
Toyota Etios 1.3 X Automático - 6 mil Km - 2017,45990,5.800 km | Câmbio: automático | Flex,2017,14,5800
PRISMA SED. ADVANT. 1.4 8V F.POWER AUT. - 2019,59000,0 km | Câmbio: automático | Flex,2019,6,0
"New Civic LXR 2.0 Aut. 2016 Flex 4Pt Segundo Dono, Completo * Lindão - 2016",65900,57.986 km | Câmbio: automático | Flex,2016,13,57986
/ Hyundai Azera 3.0 V6 AUT 2012 Mauricio Almeida (12) 99141-5486 - 2012,60900,114.000 kmmanual,2012,5,0
Hilux SW4 2013 diesel - 2013,123000,140.000 kmautomáticoDiesel,2013,5,0
,0,,0,0,0
VW Santana 2000 MI Completo 1998 - 1998,11900,209.000 kmmanualGasolina,1998,11,0
Idea elx 2012 completo - 2012,28000,118.000 kmmanualFlex,2012,6,0
Vw - Volkswagen Polo 1.6 sportline completo (top de linha) troco e financio sem entrada ! - 2012,29990,151.000 kmmanualFlex,2012,18,0
Kia Cerato 1.6 2012 Completo - 2012,34890,1 kmmanualFlex,2012,18,0
Ecosport XLT freestyle 1.6 flex 2007 impecável bx km - 2007,25900,141.253 kmmanualFlex,2007,6,0
Fiat Stilo 1.8 mecânico aceito troca - 2010,21900,0 kmmanualFlex,2010,6,0
Vw - Volkswagen Golf - 2003,21500,126.000 kmmanualGasolina,2003,14,0
Fox 1.0 2013 Completo - 2013,28900,84.799 kmmanualFlex,2013,12,0
Honda Civic LXS 1.8 flex - Automático - Super Novo - Pneus Novos - 2008,35900,113.000 kmautomáticoFlex,2008,10,0
Peugeot 308 Allure 2013 Lindo!!!! - 2013,33900,86.000 kmmanualFlex,2013,6,0
Peugeot Hoggar 2011 - 2011,23000,150.000 kmmanualFlex,2011,4,0
Hyundai HB20S Comfort Plus 1.6 - 2014,39500,85.000 kmmanualFlex,2014,5,0
,0,,0,0,0
Peugeot 208 - 2015,36500,69.000 kmmanualFlex,2015,8,0
Vende-se uno - 2004,7500,257.621 kmmanual,2004,5,0
Renault Sandero Expression 1.6 Abaixo da tabela Troco - 2012,23500,138.000 kmmanualFlex,2012,20,0
Audi A3 Sedan 1.4 Tfsi - 2015,71990,50.000 kmautomáticoGasolina,2015,14,0
Gm - Chevrolet Celta - 2008,12000,146.000 kmmanualFlex,2008,1,0
Ford Ecosport - 2005,19800,167.000 kmmanualFlex,2005,11,0
Etios xs 1.5 completo - 2014,33900,61.000 kmmanualFlex,2014,12,0
Vendo - 2006,19000,230.500 kmmanualFlex,2006,6,0
,0,,0,0,0
Corsa 1.6 1996 manual cinza - 1996,7000,154.000 kmmanualGasolina,1996,3,0
Corsa.1.6 - 2001,10000,195.000 kmmanualGasolina,2001,6,0
Bmw X1 SDrive 1.8i Carro sem detalhes Abaixo da Tabela Troco - 2012,60900,104.000 kmautomáticoGasolina,2012,20,0
Celta 2010/2011 1.0 8v (4p) vhce flex manual - 2011,15900,88.000 kmmanualFlex,2011,7,0
Bora 2.0 mecânico - 2006,19900,140.000 kmmanualGasolina,2006,4,0
Kadette 1992 álcool 1.8 - 1992,3800,0 kmmanualÁlcool,1992,3,0
"Oferta!! Ford Focus 2.0 Titanium ""Impecável"" Único Dono! - 2015",55900,0 kmautomáticoFlex,2015,11,0
Gm - Chevrolet Cruze - 2017,0,55.000 kmautomáticoFlex,2017,10,0
CHEVROLET TRACKER 2016/2016 1.8 MPFI LT 4X2 16V FLEX 4P AUTOMATICO - 2016,63130,57.829 kmautomáticoFlex,2016,5,0
Peugeot 206 Motor 1.4 - Completo*Já FINANCIADO* Possíbilidades Pagar nome - 2006,0,100.000 kmmanualGasolina,2006,2,0
,0,,0,0,0
Vende ou troca se Honda fit exl - 2015,54000,62.000 kmautomáticoFlex,2015,5,0
Carro Ford Fiesta Sedan 1.6 - 2008,0,149.909 km,2008,6,0
Fiat palco essence - 2012,27500,63.000 kmmanualFlex,2012,0,0
Vw - Volkswagen Voyage raridade ap 1.8 - 1990,6000,274.000 kmmanualGasolina,1990,10,0
Fiesta 2012 abaixo da tabela - 2012,24000,92.000 kmmanualFlex,2012,6,0
Vendo - 1998,12000,62.512 kmmanualGasolina,1998,2,0
Venda - 1993,4800,111.111 kmmanualGasolina,1993,3,0
Celta 2011 - 2011,20650,140.000 kmmanualFlex,2011,3,0
Vw - Volkswagen Fusca 1968,14000,0 km,0,6,0
Siena Celebration 2008 - 2008,13000,146.470 kmmanual,2008,2,0
VOLKSWAGEN GOL 2018/2018 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL - 2018,35900,36.980 kmmanualFlex,2018,10,0
Vendo Punto 1.4 Flex Completo!! - 2009,21500,146.000 kmmanualFlex,2009,6,0
Cobalt LT Para Uber Parcelas de 899 reais Prata - 2602 - 2015,37900,81.000 kmmanualFlex,2015,9,0
Honda Fit1.4 LXL Aut - 2011,37900,128 kmautomáticoFlex,2011,14,0
Citroen C3 Exc 16 Aut.  - 2010,23900,129 kmautomáticoFlex,2010,5,0
Citroen C4 Hatch Exclusive 2.0 Aut. - 2010,28900,186 kmautomáticoFlex,2010,13,0
Honda Civic Exr 2.0 Aut - Abx da Tabela - 2014,56900,98 kmautomáticoFlex,2014,17,0
Honda Civic Lx Aut. - 2000,15900,193 kmautomáticoGasolina,2000,9,0
Chevrolet Montana 1.4 - 2013,28900,74 km | Câmbio: manual | Flex,2013,9,74
Chevrolet Prisma 1.4 LT Aut - 2016,47900,65 km | Câmbio: automático | Flex,2016,12,65
,0,,0,0,0
Volkswaen FOX 1.6 Completo - 2011,27900,133 km | Câmbio: manual | Flex,2011,11,133
RENAULT SANDERO 2011/2011 1.6 STEPWAY 16V FLEX 4P MANUAL - 2011,29900,114.000 km | Câmbio: manual | Flex,2011,13,114000
© Hyundai ix35 2.0 2WD 170cv (Flex)(Auto) Lucas (12) 98292.2828 - 2012,55900,1 km | Câmbio: automático | Flex,2012,9,1
Renault scenic - 2002,5000,160.869 km | Câmbio: manual | Gasolina,2002,3,160869
Stilo 2010 - 2010,21500,140.000 km | Câmbio: manual | Flex,2010,3,140000
"Onix Joy 2018 = 35.000,00 - 2018",35000,20.000 km | Câmbio: manual | Flex,2018,10,20000
"C3 2016 automático 2000,00 mil abaixo tabela - 2016",41000,50.000 km | Câmbio: automático | Flex,2016,3,50000
Vw - Volkswagen Parati - 1989,4500,150 km | Câmbio: manual | Álcool,1989,5,150
Prisma LT 1.4 Automático 2015 - 2015,36000,50.000 km | Câmbio: automático | Flex,2015,5,50000
Honda Cívic touring turbo - 2017,106900,27.900 km | Câmbio: automático,2017,5,27900
Duster % Valeria 12988785046 - 2016,56900,60.000 km,2016,2,0
Kia Motors Cerato - 2014,53900,93.000 km | Câmbio: manual | Flex,2014,4,93000
,0,,0,0,0
CHEVROLET ZAFIRA 2008/2009 2.0 MPFI EXPRESSION 8V FLEX 4P AUTOMATICO - 2009,19900,186.985 km | Câmbio: automático | Flex,2009,4,186985
Corsa super - 1996,6500,174 km | Câmbio: manual | Gasolina,1996,5,174
"Toyota Hilux Srv 3.0 Diesel Cd "" Toda Original "" - 12988411011 Jean Silva - 2009",0,0 km | Câmbio: automático | Diesel,2009,4,0
;) LM Abx Fipe Hyundai Elantra 2.0 Completo - 2016,0,100.000 km | Câmbio: automático | Flex,2016,7,100000
"Honda CR-V LX 2.0 automática 2011, maravilhosa!! - 2011",0,116.248 km | Câmbio: automático | Gasolina,2011,9,116248
£ - Volkswagen Jetta 2.0 tsi unico dono - 2014,0,80.000 km | Câmbio: automático | Gasolina,2014,8,80000
FORD FIESTA 2017/2017 1.6 TITANIUM HATCH 16V FLEX 4P POWERSHIFT - 2017,51990,32.050 km | Câmbio: automático | Flex,2017,8,32050
Vw - Volkswagen Fox - 2013,30890,119.000 km | Câmbio: automático | Flex,2013,10,119000
,0,,0,0,0
ARS/ Hrv 2016 12 988367965 - 2016,0,1 km | Câmbio: automático | Flex,2016,1,1
Vw - Volkswagen Voyage / Shopping JK ( capital veiculos ) - 2012,30900,130.000 km | Câmbio: manual | Flex,2012,6,130000
Fiat Strada completo baixo km - 2016,36890,92.000 km | Câmbio: manual | Flex,2016,7,92000
Mitsubishi Asx 4x4 top de linha start/stop couro elétrico estep okm - 2012,50990,90.000 km | Câmbio: automático | Gasolina,2012,20,90000
L200 triton 4x4 flex 2012 completa - 2012,61900,127.000 km | Câmbio: automático | Flex,2012,8,127000
Nissan Kicks SL 1.6 CVT - 2017,77900,57.000 km | Câmbio: automático | Flex,2017,8,57000
Fox 1.0 Flex 3 Cilindros 2016 Prata - 2016,36990,35.500 km | Câmbio: manual | Flex,2016,6,35500
Peugeot 307 - 2008,17900,131.499 km | Câmbio: manual | Flex,2008,3,131499
Saveiro trendline 1.6 flex 2018 - 3403 - 2018,44900,57.000 km | Câmbio: manual | Flex,2018,13,57000
Jetta 2010 vendo ou troco menor valor. na troca valor muda. - 2010,31000,179.000 km | Câmbio: automático | Gasolina,2010,8,179000
,0,,0,0,0
Escort Zetec - 1997,6500,0 km | Câmbio: manual | Gasolina,1997,3,0
Vendo Carro Impecável - Abaixo da Tabela - 2015,26000,79.000 km | Câmbio: manual | Flex,2015,4,79000
Ford Ka SE (Completo) - 2015,28900,80.000 km | Câmbio: manual | Flex,2015,11,80000
Renault Sandero Expression (Completo) - 2009,16900,119.000 km | Câmbio: manual | Flex,2009,9,119000
Mercedes-benz Cla-200 Vision - 2015,115900,44.000 km | Câmbio: automático | Gasolina,2015,13,44000
Vw - Volkswagen Golf Confortline TSI - 2017,68900,53.000 km | Câmbio: manual | Flex,2017,12,53000
Fiat Bravo Sporting (completo) - 2014,35368,85.000 km | Câmbio: manual | Flex,2014,11,85000
Range Rover Vogue V8 - 2012,159900,140.000 km | Câmbio: automático | Diesel,2012,10,140000
Ford Fusion Titanium AWD - 2014,68900,82.000 km | Câmbio: automático | Gasolina,2014,13,82000
Vw - Volkswagen Golf Sportline Limited Edition - 2013,41900,117.000 km | Câmbio: manual | Flex,2013,12,117000
;FB venha conferir - 2015,0,75.000 km | Câmbio: manual | Flex,2015,5,75000
!Palio Attractive 1.0 2013 - completo - econômico - 2013,0,1 km,2013,6,0
Gm - Chevrolet Vectra - 2010,26500,125.000 km | Câmbio: automático | Flex,2010,6,125000
CHEVROLET ONIX LT 1.0 MPFI 8V 4P MEC. 2018 - 2018,41900,45.900 km | Câmbio: manual | Flex,2018,18,45900
Ford Focus 1.6 Flex Completo 8v - 2008,16500,124.000 km | Câmbio: manual | Flex,2008,18,124000
Vw - Volkswagen Fox Flex Impecável - 2009,18990,119.000 km | Câmbio: manual | Flex,2009,14,119000
Classic 2013 - 2013,20000,100.000 km | Câmbio: manual | Flex,2013,3,100000
Toro volcano 4x4 diesel 0km - 2019,132900,0 km | Câmbio: automático | Diesel,2019,11,0
© Chevrolet Spin LTZ 1.8 (Flex)(Auto) 7 Lugares - 2017,0,55 km | Câmbio: automático | Flex,2017,9,55
Peugeot 2008 - 2016,49990,42.000 km | Câmbio: manual | Flex,2016,9,42000
,0,,0,0,0
Monza hatch placa preta - 1983,10000,167.000 km | Gasolina,1983,7,167000
CHEVROLET COBALT 2016/2017 1.8 MPFI ELITE 8V FLEX 4P AUTOMÁTICO - 2017,55900,84.000 km | Câmbio: automático | Flex,2017,8,84000
Chevrolet Onix 1.4 Mpfi lt 8v - 2015,37990,65.000 km | Câmbio: manual | Flex,2015,7,65000
RENAULT DUSTER 2.0 16V HI-FLEX DAKAR II AUTOMÁTICO - 2017,65990,31.736 km | Câmbio: automático | Flex,2017,9,31736
TOYOTA ETIOS 2018/2019 1.5 X PLUS SEDAN 16V FLEX 4P AUTOMÁTICO - 2019,55400,31.354 km | Câmbio: automático | Flex,2019,7,31354
VOLKSWAGEN FOX 1.6 MI ROCK IN RIO 8V FLEX 4P MANUAL - 2016,41550,55.557 km | Câmbio: manual | Flex,2016,7,55557
Etios XLS 1.5 Perfeito para Uber!!! - 2013,32900,66.000 km | Câmbio: manual | Flex,2013,10,66000
C4 Pallas 2010 Automático Parcelas de 699 reais - 8578 - 2010,26900,134.000 km | Câmbio: automático | Flex,2010,12,134000
VOLKSWAGEN JETTA 2.0 TSI HIGHLINE 211CV GASOLINA 4P TIPTRONIC - 2016,82890,67.000 km | Câmbio: automático | Gasolina,2016,7,67000
CHEVROLET MONTANA 1.4 MPFI LS CS 8V FLEX 2P MANUAL. - 2016,35900,100.000 km | Câmbio: manual | Flex,2016,7,100000
Vendo Safira 7 lugares - 2010,28000,182.000 km | Câmbio: automático | Gasolina,2010,4,182000
Renault Clio Sedan Completo impecável - confira - 2002,11990,0 km | Câmbio: manual | Gasolina,2002,16,0
,0,,0,0,0
Jetta Variant 2.5 - 2011,42500,110.000 km | Câmbio: automático | Gasolina,2011,6,110000
Passo divida * leia tudo antes - 2015,9000,108.200 km | Câmbio: manual | Flex,2015,1,108200
Citroen C3 Exclusive Completo - Oportunidade - 2012,22990,74.000 km | Câmbio: manual | Flex,2012,15,74000
Caravam Comodoro - 1990,14000,45.000 km | Câmbio: manual | Gasolina,1990,12,45000
Renault Fluence - 2012,31000,77.078 km | Câmbio: manual | Flex,2012,6,77078
CHEVROLET ONIX 2014/2014 1.4 MPFI LTZ 8V FLEX 4P MANUAL - 2014,37900,60.602 km | Câmbio: manual | Flex,2014,0,60602
"// Honda hrv 2016 km baixo, unico dono - 2016",0,46.000 km | Câmbio: automático | Flex,2016,4,46000
Vendo astra 99 - 1999,8500,186.000 km | Câmbio: manual | Gasolina,1999,12,186000
,0,,0,0,0
Idea adventure locker - 2009,24000,160.000 km,2009,2,0
CITROËN AIRCROSS 2011/2012 1.6 GLX 16V FLEX 4P MANUAL - 2012,34900,121.000 km | Câmbio: manual | Flex,2012,17,121000
CHEVROLET CELTA 4P SPIRIT 2009 - 2009,16900,106.000 km | Câmbio: manual | Flex,2009,10,106000
G - Chevrolet Classic 2010 Carro Impecável - 2010,16900,110.000 km | Câmbio: manual | Flex,2010,6,110000
Gm - Chevrolet Cruze LT - 2012,43900,130.000 km | Câmbio: automático | Gasolina,2012,11,130000
© Volkswagen Voyage MSI 1.6 (Flex)(Auto) Apenas 7 Mil Km Rodados - 2019,0,7 km | Câmbio: manual | Flex,2019,9,7
FORD FOCUS 2014/2015 2.0 SE 16V FLEX 4P POWERSHIFT - 2015,47900,128.815 km | Câmbio: automático | Flex,2015,7,128815
RENAULT MÉGANE 2008/2009 1.6 DYNAMIQUE GRAND TOUR 16V FLEX 4P MANUAL - 2009,24500,100.000 km | Câmbio: manual | Flex,2009,1,100000
FORD KA + 2018/2018 1.0 TI-VCT FLEX SE MANUAL - 2018,40600,31.503 km | Câmbio: manual | Flex,2018,6,31503
